protein	pval	beta	se	pval_fdr	dummy_ref	dummy_alt	sample_size	OID3072	OID3072_UniProt	OID3072_Assay
P02743	4.4072669246174884e-08	60.38038004615501	11.030992464918496	1.92143681892652e-06	A	G	300	OID30778	P02743	APCS
P02745	0.000858828420633	-51.69167072681162	15.508568345950142	0.0083067477373145	A	G	300	OID20654	P02745	C1QA
P02748	3.0678575488573813e-07	-37.558607115254006	7.336768939180633	9.635711720658506e-06	A	G	300	OID30698	P02748	C9
P02749	0.4184233644484874	-9.471982541906817	11.705951262016493	0.6620881081007756	A	G	300	OID21072	P02749	APOH
P02750	0.0714396805020975	-25.979990874601324	14.411931415482652	0.2478329058748536	A	G	300	OID30751	P02750	LRG1
P02751	0.2157031798769982	7.886415949776958	6.370108767244575	0.4798697550805116	A	G	300	OID30787	P02751	FN1
P02760	0.000948399389115	57.63111598053426	17.435428196467136	0.0089943981026133	A	G	300	OID21413	P02760	AMBP
P02763	0.3343987948272257	16.974604342846714	17.58495042962261	0.5945093607366563	A	G	300	OID30768	P02763	ORM1
P02765	0.1175455930868077	20.39744594079189	13.032186352312316	0.3352226296564014	A	G	300	OID30706	P02765	AHSG
P02766	0.0001083072451853	47.97734726790039	12.39345025061922	0.0014512177210378	A	G	300	OID30782	P02766	TTR
P02771	0.5948106893096029	3.9025856565634447	7.337373816636836	0.7835383012670472	A	G	300	OID20978	P02771	AFP
P02774	0.4045410106755285	15.540992627898731	18.64459754745445	0.6503380804530648	A	G	300	OID30780	P02774	GC
P02775	0.1003985187133638	7.09596157747725	4.319103412893468	0.3045317478315012	A	G	300	OID30761	P02775	PPBP
P02776	0.0370204081044653	6.414096665455746	3.075510396361316	0.1614317169338415	A	G	300	OID30764	P02776	PF4
P02778	0.2378844037648618	7.58512804153376	6.426488504513435	0.5007546520970354	A	G	300	OID20697	P02778	CXCL10
P02786	0.3224906123487199	8.3034039740876	8.392764325839401	0.5829245624240863	A	G	300	OID20369	P02786	TFRC
P02787	0.6613863233421654	7.456992462431148	17.025099086373793	0.8255227851168914	A	G	300	OID30783	P02787	TF
P02818	0.1489215982278641	5.887795741695347	4.079254060763722	0.3842756081480486	A	G	300	OID30389	P02818	BGLAP
P03372	0.1308721290215106	-12.135166806517873	8.032961239876643	0.355938071575263	A	G	300	OID30434	P03372	ESR1
P03950	0.1118222023515664	15.387480291978015	9.67732025442108	0.3244117376009294	A	G	300	OID20403	P03950	ANG
P03951	0.0138423597553273	32.96587579570176	13.393530010154024	0.0795935685931319	A	G	300	OID30773	P03951	F11
P03952	1.094137442472037e-07	72.66335803829725	13.683341316994811	4.2052308808695e-06	A	G	300	OID30760	P03952	KLKB1
P03956	0.1798039159331886	5.805773349877212	4.32827696584134	0.4276931909127393	A	G	300	OID20672	P03956	MMP1
P04040	7.294820388295164e-07	41.87292240894872	8.453462542359926	2.0293495575438264e-05	A	G	300	OID30712	P04040	CAT
P04054	0.1035744636944701	-13.996465023300177	8.59857193701972	0.310617051798303	A	G	300	OID20252	P04054	PLA2G1B
P04062	0.9612473690867318	-0.3183671302450211	6.5523371627356175	0.9779880059569293	A	G	300	OID30966	P04062	GBA
P04066	0.0001758983932649	25.954084746617703	6.918633858537604	0.002167929142307	A	G	300	OID20261	P04066	FUCA1
P04070	5.05747673865634e-12	80.560542141705	11.668754588304976	7.775205028218501e-10	A	G	300	OID20402	P04070	PROC
P04080	0.9146132450810798	0.7562300538778639	7.052969117123548	0.9568715218058144	A	G	300	OID20294	P04080	CSTB
P04083	0.6632843445666331	2.123148841549985	4.876506771690447	0.8265586904774468	A	G	300	OID30617	P04083	ANXA1
P04085	0.3238548369278473	4.719965484138844	4.784230910494667	0.5830498357108113	A	G	300	OID20313	P04085	PDGFA
P04090	0.8829113650730683	0.4091091219531501	2.777772565202967	0.9473161266991008	A	G	300	OID30601	P04090	RLN2
P04114	0.1607621196107769	18.1532846388834	12.943398743517417	0.4037714113354079	A	G	300	OID30673	P04114	APOB
P04118	0.6346853917816324	2.7176876844796096	5.7197315676580365	0.808158687617327	A	G	300	OID21156	P04118	CLPS
P04141	0.0347372068652748	16.87333622346257	7.991506834046058	0.156017780369054	A	G	300	OID30072	P04141	CSF2
P04155	0.4342420833649699	3.435590925298992	4.393601771861742	0.676852254807405	A	G	300	OID21154	P04155	TFF1
P04179	0.8616363124510976	-1.3373309023642337	7.67295164907826	0.9387379706021576	A	G	300	OID21114	P04179	SOD2
P04180	8.623710057918053e-08	92.93481364265386	17.359419297979247	3.404034740429545e-06	A	G	300	OID30677	P04180	LCAT
P04183	0.0965361777624701	13.393207964675964	8.059054474872513	0.2974495519453324	A	G	300	OID31294	P04183	TK1
P04196	0.0300875656306542	29.36336787816643	13.538145841134346	0.14244048493864	A	G	300	OID30770	P04196	HRG
P04216	0.549922521296005	6.6585620639313206	11.137024232648644	0.7620131331620639	A	G	300	OID21050	P04216	THY1
P04217	3.705053975653959e-05	99.54603688157594	24.13153935468966	0.0005849979817775	A	G	300	OID30771	P04217	A1BG
P04233	0.0594274277496007	17.830927949446306	9.459288641396745	0.2197310334893463	A	G	300	OID21040	P04233	CD74
P04234	0.2565021642051374	-8.179713115198412	7.20871816021786	0.521439734573162	A	G	300	OID30827	P04234	CD3D
P04275	0.2307561094550692	-5.875233867986957	4.902510065469791	0.4952958409465492	A	G	300	OID20256	P04275	VWF
P04278	1.1009260456212765e-06	-36.17231967280491	7.42349073417708	2.950279797486008e-05	A	G	300	OID30685	P04278	SHBG
P04406	0.7168758078722759	-1.5346093686026288	4.231801775756369	0.8571404972553901	A	G	300	OID30600	P04406	GAPDH
P04439	0.6146948885843551	-6.41575156201954	12.745263849193597	0.7974972070958654	A	G	300	OID31048	P04439	HLA-A
P04626	3.061259986266106e-05	56.51909136815383	13.557442999306907	0.0005051943740047	A	G	300	OID21520	P04626	ERBB2
P04637	0.9015120764132588	0.4990675628475445	4.032822061040379	0.9514984059617012	A	G	300	OID21232	P04637	TP53
P04746	0.262004423619835	-9.648273021262144	8.601733423689556	0.5268728899943197	A	G	300	OID20333	P04746	AMY2A
P04792	0.8042343258131286	-1.1521182243540558	4.648058341684498	0.908417813495804	A	G	300	OID20230	P04792	HSPB1
P04808	0.095353243276279	-6.200621683896081	3.717820261954776	0.295945551680404	A	G	300	OID30995	P04808	RLN1
P05000	0.6681197414278514	-2.887223402612081	6.734363229406969	0.8297524509824633	A	G	300	OID30129	P05000	IFNW1
P05026	0.9065823174093618	-0.8089885316758492	6.893780695641683	0.9535927076531314	A	G	300	OID30124	P05026	ATP1B1
P05060	0.1284093300574702	-11.472285312479858	7.5455478379189715	0.3535881890055627	A	G	300	OID21038	P05060	CHGB
P05067	0.0211659881696541	12.492759273563388	5.419827608221594	0.1100104118212804	A	G	300	OID21070	P05067	APP
P05089	0.0316479316489984	10.64391964625888	4.953357396856034	0.1467358862646418	A	G	300	OID21445	P05089	ARG1
P05090	0.526118909575738	-8.00272470454005	12.623756200080054	0.7463785016370718	A	G	300	OID30746	P05090	APOD
P05091	0.0036574789012804	17.11999018964334	5.890677918060611	0.0279672666770681	A	G	300	OID31380	P05091	ALDH2
P05107	0.0003996403396617	36.42122205628928	10.287547397188872	0.0044555321837855	A	G	300	OID20315	P05107	ITGB2
P05112	0.1781365893420546	-2.156328291851494	1.6014146180912985	0.4265057192361815	A	G	300	OID20426	P05112	IL4
P05113	0.2513472132885447	-2.619096382699358	2.2832661610643936	0.5159597694466195	A	G	300	OID20472	P05113	IL5
P05121	0.0027465538412999	20.282813725217267	6.772753921144221	0.0221621098630856	A	G	300	OID20342	P05121	SERPINE1
P05154	1.666683504281083e-12	76.77734345847834	10.875190799651966	3.0427390725031523e-10	A	G	300	OID30763	P05154	SERPINA5
P05155	0.0343840133335525	49.088418278005655	23.20373790184182	0.1549933687458439	A	G	300	OID30777	P05155	SERPING1
P05156	1.321897840626018e-06	82.08406081268492	16.97202470890169	3.38707332672684e-05	A	G	300	OID30772	P05156	CFI
P05160	5.987601752677171e-05	55.889455160000615	13.926063487068486	0.0008902719539613	A	G	300	OID30781	P05160	F13B
P05164	0.6945610221342018	-2.2198633864355863	5.653211301028749	0.8435228728675344	A	G	300	OID21100	P05164	MPO
P05187	0.0704682437261259	7.634901945192916	4.220768540047342	0.245336996333747	A	G	300	OID21383	P05187	ALPP
P05231	0.3906149969172583	3.794582956003624	4.420001719230697	0.6386488735365449	A	G	300	OID21276	P05231	IL6
P05305	0.3980913938543189	8.835447854554134	10.455720359723571	0.6456208608802559	A	G	300	OID30224	P05305	EDN1
P05362	0.0165531130651787	28.562418124369536	11.918456755627313	0.0914019721425084	A	G	300	OID20411	P05362	ICAM1
P05412	0.389113711421582	4.5581037083504174	5.292577028324398	0.6381814436060871	A	G	300	OID20424	P05412	JUN
P05413	0.2421594762718824	8.579780611245903	7.335614775792686	0.5052626884711973	A	G	300	OID30351	P05413	FABP3
P05451	0.6932549312346659	2.7108328552370446	6.872581092616162	0.843046483820341	A	G	300	OID20415	P05451	REG1A
P05452	0.5411550340056863	11.364900627101086	18.5984437810307	0.7548776763756493	A	G	300	OID30756	P05452	CLEC3B
P05455	0.8861151425573068	0.6898053338672883	4.8163486394855415	0.9475697201268404	A	G	300	OID20818	P05455	SSB
P05543	0.704139551826376	-7.139196792184219	18.8002984564606	0.849226381809582	A	G	300	OID30724	P05543	SERPINA7
P05546	3.093527073527737e-09	81.07531872978619	13.680004021285546	2.151474424232029e-07	A	G	300	OID30767	P05546	SERPIND1
P05549	0.9322661831032698	-0.496795367398161	5.8450659069730655	0.965998411083594	A	G	300	OID30848	P05549	TFAP2A
P05556	0.1568062015646814	24.345633291535023	17.194516896222577	0.3972514438598737	A	G	300	OID20376	P05556	ITGB1
P05783	7.562142763213341e-06	14.311634283329154	3.196545029208625	0.0001555564719108	A	G	300	OID21296	P05783	KRT18
P05787	0.3528380846439493	2.03368956354288	2.188884972510552	0.6077654348184378	A	G	300	OID30865	P05787	KRT8
P05937	0.4150910212314715	-6.6220897515003365	8.125589400374452	0.6582415162959437	A	G	300	OID21306	P05937	CALB1
P05976	0.0783779555086264	12.631975590961863	7.176540857793647	0.2627445232246235	A	G	300	OID30120	P05976	MYL1
P06127	0.295970898312983	10.423635731422207	9.973695676503043	0.5601407511628004	A	G	300	OID21449	P06127	CD5
P06132	0.1000423345933766	6.313248135531191	3.838661225656185	0.3041707756450135	A	G	300	OID30603	P06132	UROD
P06213	0.6060688287884112	8.623301759775941	16.721773197724055	0.7920926393248093	A	G	300	OID30566	P06213	INSR
P06276	3.358085058343085e-05	67.42100638796506	16.25497150213798	0.0005419318483657	A	G	300	OID30717	P06276	BCHE
P06280	1.2536886858553388e-07	46.806126926625694	8.855589326000691	4.694903399209545e-06	A	G	300	OID30594	P06280	GLA
P06396	0.0001530852904075	-70.01572773656201	18.493274171598607	0.0019274229882771	A	G	300	OID30714	P06396	GSN
P06401	0.4371837984826414	-5.410881168447812	6.96419124267062	0.680348361943418	A	G	300	OID30460	P06401	PGR
P06493	0.5336968661055308	4.561719764559967	7.329563455552625	0.750567427007345	A	G	300	OID31164	P06493	CDK1
P06681	9.824180435462958e-05	50.252352066425786	12.902111315449831	0.0013664967167613	A	G	300	OID20410	P06681	C2
P06727	0.0509544462445099	16.743129521575025	8.578023995894712	0.1983805196742006	A	G	300	OID30733	P06727	APOA4
P06729	0.0740806952358958	-14.91618746095426	8.351192568360712	0.2527273237777793	A	G	300	OID30097	P06729	CD2
P06730	0.6148455016706227	1.4669338143562274	2.9153902473071622	0.7974972070958654	A	G	300	OID30557	P06730	EIF4E
P06731	0.000451873794516	16.908608820431002	4.820325306720755	0.0049067782668447	A	G	300	OID21171	P06731	CEACAM5
P06733	0.9106605670682671	-0.4462369934942113	3.97696626894202	0.9561608613969836	A	G	300	OID21037	P06733	ENO1
P06734	0.2075063977242833	10.397048559302853	8.24866760444008	0.4702297810338491	A	G	300	OID21133	P06734	FCER2
P06744	0.1697359553017989	7.16131452990986	5.215615091315682	0.416675819695839	A	G	300	OID30680	P06744	GPI
P06748	0.4965889733981594	-1.4115486954436958	2.076214410407304	0.7237166172383446	A	G	300	OID20961	P06748	NPM1
P06753	0.0100845209175506	-14.106618860866565	5.48273243098863	0.0617544771491935	A	G	300	OID30058	P06753	TPM3
P06756	0.1371551599062369	-26.42224319666949	17.77517493358249	0.3656080550575543	A	G	300	OID21416	P06756	ITGAV
P06850	0.352707446849836	-3.857206260683578	4.150432006165848	0.6077654348184378	A	G	300	OID21257	P06850	CRH
P06858	6.498025728627051e-06	-26.43168696199092	5.86133285407479	0.0001385454974694	A	G	300	OID20188	P06858	LPL
P06870	0.2342884199418569	-5.803824891202623	4.879687915121474	0.4982049956706824	A	G	300	OID21499	P06870	KLK1
P07093	0.0676057757682178	8.485534280419772	4.642928363592453	0.2390756307735644	A	G	300	OID30359	P07093	SERPINE2
P07098	0.4870285448980344	-4.5004991481534296	6.475140555974005	0.7170076304263279	A	G	300	OID30266	P07098	LIPF
P07108	0.3874444922313658	3.325215727544397	3.84746675884908	0.636515951522958	A	G	300	OID21143	P07108	DBI
P07148	9.775478644767302e-05	16.210108135284912	4.160600556005397	0.0013662283790126	A	G	300	OID20778	P07148	FABP1
P07196	0.969262914971028	-0.2605429890921096	6.761597478617425	0.9821006447855416	A	G	300	OID20871	P07196	NEFL
P07204	0.2821553199078306	14.33410628761196	13.327974871943123	0.5487188345211539	A	G	300	OID20231	P07204	THBD
P07225	5.155370804838148e-05	59.34695921455727	14.659110814134085	0.0007884208440278	A	G	300	OID30737	P07225	PROS1
P07237	0.0009530087215313	27.1692530629208	8.223030028483874	0.0090088623805596	A	G	300	OID21509	P07237	P4HB
P07288	0.2958586420108541	-6.289685272211619	6.016790053750669	0.5601407511628004	A	G	300	OID30364	P07288	KLK3
P07306	9.108265355968686e-07	53.71923850231407	10.940811807970944	2.469267520691324e-05	A	G	300	OID20990	P07306	ASGR1
P07307	0.0827262439111397	21.72065973438273	12.518519031429472	0.2730433428976712	A	G	300	OID30679	P07307	ASGR2
P07311	0.1225737616948173	6.182733915220634	4.004205352373777	0.3436064855187729	A	G	300	OID30642	P07311	ACYP1
P07320	0.9744771249200168	-0.1027354404692873	3.2111209857557745	0.9842488526595328	A	G	300	OID31144	P07320	CRYGD
P07332	0.3550460896828629	4.980528717070485	5.385252732705593	0.6093028636054436	A	G	300	OID21207	P07332	FES
P07333	0.0008880303803738	29.005794693647363	8.726723008418995	0.0085608473302701	A	G	300	OID30681	P07333	CSF1R
P07339	4.1253388282281325e-09	50.576219806012666	8.602732730245183	2.802352259826599e-07	A	G	300	OID20358	P07339	CTSD
P07355	0.8926379321029583	-0.3669166671246255	2.718564919435827	0.9496800311214846	A	G	300	OID30263	P07355	ANXA2
P07358	0.1303639638072375	18.690772063985737	12.356161251720868	0.3555558468462073	A	G	300	OID30719	P07358	C8B
P07359	0.0492021768050553	20.4554225816087	10.400169425773962	0.1950061851391676	A	G	300	OID20381	P07359	GP1BA
P07451	0.3817319918616836	6.109205453756247	6.984267897956192	0.6325042261728022	A	G	300	OID20271	P07451	CA3
P07478	0.0002217601646764	27.24862717464228	7.378764982812203	0.0026656849424681	A	G	300	OID20364	P07478	PRSS2
P07492	1.4674582664612834e-05	35.2782348501298	8.140785746836109	0.0002662388569151	A	G	300	OID30264	P07492	GRP
P07585	0.7542122309405427	-4.707953369389156	15.037057311708596	0.878231340401284	A	G	300	OID20106	P07585	DCN
P07602	0.6562768467030825	5.4901033930621	12.335665104000816	0.822034592289753	A	G	300	OID30419	P07602	PSAP
P07711	0.1200717093919707	14.97345750938725	9.63249965090677	0.340852467547807	A	G	300	OID20228	P07711	CTSL
P07741	0.4090273955172878	5.175751990529012	6.269030742447776	0.6528792471617473	A	G	300	OID20927	P07741	APRT
P07766	0.322893509757676	-7.814871779744237	7.905554306472361	0.5829245624240863	A	G	300	OID31302	P07766	CD3E
P07858	0.197683895799261	-10.721989099595133	8.32337332863332	0.4566361643064731	A	G	300	OID20276	P07858	CTSB
P07911	0.0002788598548559	-28.39490912206792	7.813279414844962	0.0033111773822523	A	G	300	OID20237	P07911	UMOD
P07942	0.0081765732830639	31.607395781665733	11.951265767455173	0.0522620799996272	A	G	300	OID30280	P07942	LAMB1
P07947	0.0685593222995183	5.22699665247062	2.86990607083501	0.240699255332804	A	G	300	OID21348	P07947	YES1
P07948	0.4523250172062255	2.9913389129256664	3.9802550976677296	0.6915266794114431	A	G	300	OID21350	P07948	LYN
P07949	1.7052329568115578e-06	38.49929151428958	8.044911310335605	4.167421356619395e-05	A	G	300	OID21346	P07949	RET
P07954	0.8776039581791915	0.723509094111903	4.697887476389037	0.9441919564793436	A	G	300	OID30839	P07954	FH
P07992	0.120074354367235	18.06840813791213	11.623579750424446	0.340852467547807	A	G	300	OID31223	P07992	ERCC1
P07998	0.6540427546631222	5.079725590170815	11.334801266019022	0.820996513266429	A	G	300	OID30672	P07998	RNASE1
P08069	0.0624256089451921	21.46755750278184	11.521500197203824	0.2265194456462123	A	G	300	OID21274	P08069	IGF1R
P08118	0.88466008251972	-0.9906230550338874	6.828853580256862	0.9475697201268404	A	G	300	OID20275	P08118	MSMB
P08134	0.6751637846263263	-1.311170595294361	3.128750565793293	0.8321322425710967	A	G	300	OID20950	P08134	RHOC
P08138	0.406886090577178	-7.06448018233711	8.51772423340891	0.6524994197593147	A	G	300	OID30300	P08138	NGFR
P08174	0.0511971720752803	29.29795295598938	15.025952107361263	0.1988656112126247	A	G	300	OID20377	P08174	CD55
P08185	0.0335186289266035	38.54042860458929	18.129715151722543	0.1533354253643391	A	G	300	OID30743	P08185	SERPINA6
P08217	0.0331466128194893	15.094573823306392	7.085646692182205	0.1521068564840531	A	G	300	OID30411	P08217	CELA2A
P08236	4.1193938339630816e-10	37.98632101226133	6.078360569793411	3.646287693638232e-08	A	G	300	OID20296	P08236	GUSB
P08254	0.0016435994126989	-19.575790962330725	6.218373520353202	0.014162105853963	A	G	300	OID21083	P08254	MMP3
P08263	1.0329437321691423e-08	18.68683058882793	3.263944712072728	5.80236277243474e-07	A	G	300	OID20166	P08263	GSTA1
P08294	0.2920687679308065	-5.899851424642281	5.599738206260316	0.5576186604422274	A	G	300	OID30683	P08294	SOD3
P08319	2.0585892453477527e-06	18.999062512339613	4.001836456929563	4.810511348528628e-05	A	G	300	OID20117	P08319	ADH4
P08397	0.0161523865254096	15.796716149798671	6.567041535156825	0.0896979487466187	A	G	300	OID21385	P08397	HMBS
P08473	5.539063524696741e-09	28.03386109124845	4.808461242865991	3.5173053381824305e-07	A	G	300	OID21307	P08473	MME
P08519	0.6406569844081873	-1.3779439944925826	2.952017542966245	0.812574490428274	A	G	300	OID30747	P08519	LPA
P08571	0.1260512887904535	15.440920350195162	10.093025752856244	0.3494598975254474	A	G	300	OID20378	P08571	CD14
P08575	0.0030583373314141	43.473458747964045	14.677990365334733	0.0241443333650286	A	G	300	OID30380	P08575	PTPRC
P08579	0.6854000169559882	-1.154677937149903	2.850314654272715	0.8376792675851219	A	G	300	OID31132	P08579	SNRPB2
P08581	0.3362012927973145	-17.633277906185565	18.335565475879584	0.5950748544292155	A	G	300	OID20269	P08581	MET
P08582	0.034771508052124	-28.63557786480286	13.564874944917008	0.156017780369054	A	G	300	OID30347	P08582	MELTF
P08590	0.2658017850961809	-5.575414635781192	5.010335661033494	0.5289605013175335	A	G	300	OID30251	P08590	MYL3
P08603	4.376051372336318e-07	82.5230131379728	16.335282552397334	1.3384546114592458e-05	A	G	300	OID30790	P08603	CFH
P08648	0.000104960270132	46.99135253709456	12.11482796265535	0.0014193932826646	A	G	300	OID21139	P08648	ITGA5
P08651	0.0956418865609443	11.606527802974446	6.965201507348875	0.295945551680404	A	G	300	OID30988	P08651	NFIC
P08670	0.3622288694857928	4.9509422821657205	5.433870895927627	0.617545228843842	A	G	300	OID20053	P08670	VIM
P08697	3.194330501408092e-05	112.41452572608785	27.028240326879423	0.0005212647706487	A	G	300	OID30779	P08697	SERPINF2
P08700	0.225453059471902	-5.480908529690586	4.52162355555474	0.4896270533215061	A	G	300	OID31229	P08700	IL3
P08709	8.164596301889675e-11	73.05958849691447	11.244198482200323	9.539514319127897e-09	A	G	300	OID20372	P08709	F7
P08727	0.8858482662107533	0.79104753089892	5.510238823537626	0.9475697201268404	A	G	300	OID20596	P08727	KRT19
P08758	0.120448324771921	10.310476383635088	6.639521186445895	0.3415820938434769	A	G	300	OID20810	P08758	ANXA5
P08833	0.0114700911852586	-9.270454242028295	3.6670503926521776	0.0685273003187663	A	G	300	OID20246	P08833	IGFBP1
P08887	0.4959012101635501	7.5549906543541825	11.09473091330183	0.7237166172383446	A	G	300	OID20385	P08887	IL6R
P08908	0.3912913921576892	-3.7137274464661294	4.332000181196067	0.6386488735365449	A	G	300	OID30824	P08908	HTR1A
P08913	0.1639463666451645	-7.83101868302646	5.626051704378572	0.4079108492082841	A	G	300	OID30067	P08913	ADRA2A
P08962	0.0048975450304727	16.91041745795593	6.010036168302187	0.0349773326014933	A	G	300	OID20988	P08962	CD63
P09038	0.1160061681574067	7.262530081719176	4.620634843658748	0.3322098207723382	A	G	300	OID20503	P09038	FGF2
P09093	0.0449222984074357	14.31260057603159	7.137096828716757	0.1827229713028266	A	G	300	OID20298	P09093	CELA3A
P09104	0.2732121128451713	4.627785773485687	4.223606242907025	0.5378240021351909	A	G	300	OID21046	P09104	ENO2
P09105	0.0307726226211187	16.931480993225502	7.838646407202624	0.1445429993604016	A	G	300	OID21433	P09105	HBQ1
P09110	0.0001010011513465	16.294089655357325	4.1906789778501	0.0013916243541656	A	G	300	OID21269	P09110	ACAA1
P09172	0.0790110073193679	-6.083694914754314	3.463624268790435	0.2643655811911496	A	G	300	OID30703	P09172	DBH
P09211	0.341246232392614	-4.372991006910307	4.594898167372538	0.5997545415279335	A	G	300	OID20876	P09211	GSTP1
P09237	0.8803915497104827	1.8961174328711032	12.601058053818406	0.9461455911347756	A	G	300	OID20087	P09237	MMP7
P09238	0.8716691848086694	-0.9120695991304208	5.646139084704151	0.9437683961920688	A	G	300	OID20687	P09238	MMP10
P09326	0.2110989244194976	16.195300414923597	12.95054839185178	0.4746881895530042	A	G	300	OID20692	P09326	CD48
P09341	0.8767107189215998	-0.6658920610831757	4.292192930455855	0.9441919564793436	A	G	300	OID20762	P09341	CXCL1
P09382	0.691329198917181	3.377678270448976	8.506893901722954	0.8430076248501445	A	G	300	OID20154	P09382	LGALS1
P09417	0.0408680441580233	13.287461324417336	6.497961026980234	0.1727576801528018	A	G	300	OID20174	P09417	QDPR
P09455	0.825966425316894	1.5815273187106311	7.192759949047594	0.9187577257846292	A	G	300	OID30913	P09455	RBP1
P09466	0.6269945386558989	-1.1844624203471827	2.437359092212282	0.8040054861457628	A	G	300	OID20925	P09466	PAEP
P09467	0.0068008288693255	9.348016464062171	3.4539862880377408	0.0452603144316659	A	G	300	OID20227	P09467	FBP1
P09486	0.2551178325909227	5.371363092445975	4.719976397901156	0.5196647064142853	A	G	300	OID21511	P09486	SPARC
P09496	0.1380684059924272	6.676731587424276	4.502110474581512	0.3669679835340126	A	G	300	OID20118	P09496	CLTA
P09525	0.6353821178381767	2.0420713854725188	4.306666641985526	0.80869331860798	A	G	300	OID20123	P09525	ANXA4
P09529	0.6390606514314106	3.1015807733755194	6.613001386451517	0.8125279351205744	A	G	300	OID30625	P09529	INHBB
P09543	0.4937792128149993	2.394334388371758	3.4989013228595103	0.7226097598359785	A	G	300	OID30285	P09543	CNP
P09564	0.4803549850725913	6.324906078924729	8.962195993300254	0.7115197319457602	A	G	300	OID30543	P09564	CD7
P09601	0.0006529333037097	25.16518585983353	7.382816434662731	0.0064871366671293	A	G	300	OID20217	P09601	HMOX1
P09603	0.6552776480511779	5.687632433567395	12.739899530519104	0.8218402790714859	A	G	300	OID20719	P09603	CSF1
P09619	0.6658036613216113	6.220804611224328	14.402866083957631	0.8286376202473057	A	G	300	OID20268	P09619	PDGFRB
P09668	0.1304596069498056	9.685481677856762	6.40450519528566	0.3555558468462073	A	G	300	OID20113	P09668	CTSH
P09681	0.0033445985745835	29.212513191642245	9.956031051794044	0.0259829054158468	A	G	300	OID30288	P09681	GIP
P09683	0.4394998348295026	-6.732099901053609	8.708626304950307	0.6814373428778834	A	G	300	OID30951	P09683	SCT
P09693	0.1587014308784838	5.639963615008438	4.001528185456419	0.3995643825713763	A	G	300	OID30448	P09693	CD3G
P09758	0.6189167629037342	-6.1600702026277	12.384884600331276	0.7999892905643707	A	G	300	OID21447	P09758	TACSTD2
P09769	0.8089263928610455	1.0044755266845564	4.153964606999765	0.9106543268109036	A	G	300	OID20828	P09769	FGR
P09871	0.0015304118401874	56.419136694585184	17.804270697779824	0.013384230494573	A	G	300	OID30731	P09871	C1S
P09874	0.5113348822352446	1.9269369938907983	2.934002262663394	0.7352083968749277	A	G	300	OID20500	P09874	PARP1
P09914	0.062504167473758	-13.999034576150963	7.515444020244299	0.2265194456462123	A	G	300	OID31310	P09914	IFIT1
P09919	0.2945675939074095	7.5862467331705075	7.237720498613142	0.5595902636573297	A	G	300	OID20491	P09919	CSF3
P09923	0.0923164833185966	5.279235616294018	3.1362364095856714	0.2896417269319233	A	G	300	OID30497	P09923	ALPI
P09958	2.1869006163158075e-10	63.489024127836565	10.002040999802084	2.2027367931925773e-08	A	G	300	OID21514	P09958	FURIN
P09960	0.2972331955845055	4.709613678788139	4.518113230269173	0.5601407511628004	A	G	300	OID21452	P09960	LTA4H
P0C7L1	0.8982627639495793	-0.8544942237518608	6.683243678954829	0.9512107113556144	A	G	300	OID30153	P0C7L1	SPINK8
P0C7M8	0.6297944578943571	-3.58854060398144	7.444855195822895	0.8050895455183443	A	G	300	OID30884	P0C7M8	CLEC2L
P0C862	0.8565109557118217	1.5621827849354584	8.63956313398464	0.9354260722072516	A	G	300	OID30620	P0C862	C1QTNF9
P0CG30	0.2820659816466982	2.068526413402992	1.9229765760541035	0.5487188345211539	A	G	300	OID31097	P0CG30	GSTT2B
P0CG37	0.2299673721569155	9.612322065311448	8.007312953474393	0.4950145129479367	A	G	300	OID21261	P0CG37	CFC1
P0DJD7	0.4961029480747444	-3.210258988499265	4.716569844183175	0.7237166172383446	A	G	300	OID30699	P0DJD7	PGA4
P0DKB5	0.3123680148914433	-7.969930391816552	7.888944935793551	0.5745761785251295	A	G	300	OID30928	P0DKB5	TPBGL
P0DML2	0.748622546475588	3.809746875932015	11.888511316552986	0.8753165644187576	A	G	300	OID30667	P0DML2	CSH1
P0DMV8	0.029933151290396	9.208308066946993	4.241556473379531	0.1419395047390368	A	G	300	OID20718	P0DMV8	HSPA1A
P0DN86	0.5856255322325048	-3.9965411165448703	7.330599835628536	0.7788341983696879	A	G	300	OID30671	P0DN86	CGB3_CGB5_CGB8
P0DOY2	0.1536110828176234	26.91671007678778	18.8638759769429	0.3929054053505061	A	G	300	OID30740	P0DOY2	IGLC2
P0DPI2	0.3912979900465259	3.1298425091820725	3.650959144034049	0.6386488735365449	A	G	300	OID30253	P0DPI2	GATD3
P0DUB6_P0DTE7_P0DTE8	0.401818150105082	-7.192161719954975	8.578656967538256	0.6466875855560555	A	G	300	OID30707	P0DUB6_P0DTE7_P0DTE8	AMY1A_AMY1B_AMY1C
P10070	0.5218620719328049	-6.383482415345348	9.966751777836553	0.7414198016127058	A	G	300	OID30429	P10070	GLI2
P10082	1.4184707163939148e-05	18.318238963657173	4.219837166004282	0.0002605882366406	A	G	300	OID30150	P10082	PYY
P10092	0.9937820833016582	-0.0712796900583647	9.146534328367226	0.9971267801410644	A	G	300	OID31100	P10092	CALCB
P10109	0.5883383965808875	3.064210842148752	5.661406847782418	0.7797352343070655	A	G	300	OID30078	P10109	FDX1
